id,title,category_name,category_id,weight,country,price,pattern
48105,Foil Polyester Vegan Suede(烫金 涤纶 人造麂皮),Vegan Suede(人造麂皮),224,180,Korea(韩国),11.89,Solid(纯色)
48093,Polyester Plain Weave(涤纶 平纹),Plain Weave(平纹),167,112,Korea(韩国),6.34,Solid(纯色)
48077,Polyester Dobby(涤纶 多臂织),Dobby(多臂织),171,244,Korea(韩国),7.92,Solid(纯色)
48074,Polyester Georgette(涤纶 乔其纱),Georgette(乔其纱),179,144,Korea(韩国),7.26,Solid(纯色)
48129,Polyester-blend Slub Low Gauge Knit(涤纶-混纺 竹节 粗针针织),Low Gauge Knit(粗针针织),252,185,Korea(韩国),7.33,Solid(纯色)
48115,Cotton-blend Abstract Stretch Jacquard Knit(棉-混纺 抽象 弹力 提花针织),Jacquard Knit(提花针织),208,164,Korea(韩国),9.91,Abstract(抽象)
48113,Polyester Conversational Lace(涤纶 趣味图案 蕾丝),Lace(蕾丝),216,184,Korea(韩国),7.92,Conversational(趣味图案)
48068,Polyester Floral Metallic Yarn Clip Jacquard(涤纶 花卉 金属丝 剪花 提花),Clip Jacquard(剪花 提花),183,111,Korea(韩国),10.57,Floral(花卉)
48131,Embroidery Polyester Floral Lace(刺绣 涤纶 花卉 蕾丝),Lace(蕾丝),216,88,Korea(韩国),17.17,Floral(花卉)
48130,Polyester Other Checks Metallic Yarn Tweed(涤纶 其他格纹 金属丝 粗花呢),Tweed(粗花呢),194,300,Korea(韩国),21.99,Other Checks(其他格纹)
48132,Embroidery Polyester Abstract Lace(刺绣 涤纶 抽象 蕾丝),Lace(蕾丝),216,76,Korea(韩国),13.21,Abstract(抽象)
48133,Sequin Polyester Floral Lace(亮片 涤纶 花卉 蕾丝),Lace(蕾丝),216,392,Korea(韩国),13.24,Floral(花卉)
48134,Embroidery Lyocell Miscellaneous Voile(刺绣 莱赛尔 杂项 巴里纱),Voile(巴里纱),169,184,Korea(韩国),20.54,Miscellaneous(杂项)
48135,Polyester Floral Crepe(涤纶 花卉 绉布),Crepe(绉布),181,92,Korea(韩国),10.57,Floral(花卉)
48136,Embroidery Polyester Damask Lace(刺绣 涤纶 锦缎纹 蕾丝),Lace(蕾丝),216,72,Korea(韩国),15.85,Damask(锦缎纹)
48137,Polyester Floral Crepe(涤纶 花卉 绉布),Crepe(绉布),181,88,Korea(韩国),10.57,Floral(花卉)
48140,Polyester Floral Dobby(涤纶 花卉 多臂织),Dobby(多臂织),171,188,Korea(韩国),11.23,Floral(花卉)
48141,Polyester Floral Dobby(涤纶 花卉 多臂织),Dobby(多臂织),171,184,Korea(韩国),11.23,Floral(花卉)
48139,Sequin Lyocell Satin(亮片 莱赛尔 缎布),Satin(缎布),254,248,Korea(韩国),10.85,Solid(纯色)
48097,Polyester-blend Geometric Jacquard(涤纶-混纺 几何 提花),Jacquard(提花),184,227,Korea(韩国),11.23,Geometric(几何)
48095,PU Coated (back) Nylon Plain Weave,Plain Weave(平纹),167,80,Korea(韩国),5.68,Solid(纯色)
48094,Foil Polyester Organza(烫金 涤纶 欧根纱),Organza(欧根纱),182,48,Korea(韩国),6.6,Solid(纯色)
48092,Nylon Oxford(尼龙 牛津布),Oxford(牛津布),172,192,Korea(韩国),8.58,Solid(纯色)
48089,Nylon-blend Ottoman(尼龙-混纺 奥斯曼纹),Ottoman(奥斯曼纹),234,115,Korea(韩国),7.26,Solid(纯色)
48073,Polyester Twill(涤纶 斜纹),Twill(斜纹),186,156,Korea(韩国),7.92,Solid(纯色)
48128,Viscose Rayon-blend Twill(粘胶人造丝-混纺 斜纹),Twill(斜纹),186,252,Korea(韩国),8.58,Solid(纯色)
48127,Polyester-blend Satin(涤纶-混纺 缎布),Satin(缎布),254,322,Korea(韩国),10.3,Solid(纯色)
48126,Lyocell-blend Chiffon(莱赛尔-混纺 雪纺),Chiffon(雪纺),178,63,Korea(韩国),7.66,Solid(纯色)
48125,Cupro-blend Stretch Twill(铜氨纤维-混纺 弹力 斜纹),Twill(斜纹),186,232,Korea(韩国),12.55,Solid(纯色)
48114,Polyester Floral Lace(涤纶 花卉 蕾丝),Lace(蕾丝),216,124,Korea(韩国),7.26,Floral(花卉)
48098,Quilted Polyester Chevron Jacquard(绗缝 涤纶 人字纹 提花),Jacquard(提花),184,272,Korea(韩国),11.23,Chevron(人字纹)
48116,Polyester-blend Chevron Crochet(涤纶-混纺 人字纹 钩编),Crochet(钩编),217,160,Korea(韩国),7.92,Chevron(人字纹)
48111,Polyester-blend Diamond Stretch Jacquard Knit(涤纶-混纺 菱形 弹力 提花针织),Jacquard Knit(提花针织),208,200,Korea(韩国),7.26,Diamond(菱形)
48110,Polyester-blend Chevron Metallic Yarn Stretch Jacquard Knit(涤纶-混纺 人字纹 金属丝 弹力 提花针织),Jacquard Knit(提花针织),208,231,Korea(韩国),9.25,Chevron(人字纹)
48087,Washer Nylon Plain Weave(皱洗 尼龙 平纹),Plain Weave(平纹),167,84,Korea(韩国),5.94,Solid(纯色)
48085,Polyester-blend Stretch Single Jersey(涤纶-混纺 弹力 单面针织),Single Jersey(单面针织),199,208,Korea(韩国),7.26,Solid(纯色)
48084,Polyester Plain Weave(涤纶 平纹),Plain Weave(平纹),167,100,Korea(韩国),5.94,Solid(纯色)
48083,Washer Nylon Ripstop(皱洗 尼龙 防撕裂),Ripstop(防撕裂),191,84,Korea(韩国),7.26,Solid(纯色)
48081,Cotton Plaid Gauze(棉 格子 纱布),Gauze(纱布),170,64,Korea(韩国),6.6,Plaid(格子)
48079,Cotton Plaid Twill(棉 格子 斜纹),Twill(斜纹),186,244,Korea(韩国),10.57,Plaid(格子)
48078,Cotton Plaid Twill(棉 格子 斜纹),Twill(斜纹),186,128,Korea(韩国),6.6,Plaid(格子)
48064,Enzyme Cotton Poplin(酵素洗 棉 府绸),Poplin(府绸),168,128,Korea(韩国),7.26,Solid(纯色)
48062,Polyester-blend Stripes Metallic Yarn Jacquard(涤纶-混纺 条纹 金属丝 提花),Jacquard(提花),184,168,Korea(韩国),18.49,Stripes(条纹)
48061,PU Coated (front) Viscose Rayon Vegan Leather,Vegan Leather(人造皮革),223,396,Korea(韩国),11.89,Solid(纯色)
48060,PU Coated (front) Viscose Rayon Vegan Leather,Vegan Leather(人造皮革),223,348,Korea(韩国),12.55,Solid(纯色)
48059,PU Coated (front) Viscose Rayon Vegan Leather,Vegan Leather(人造皮革),223,276,Korea(韩国),13.21,Solid(纯色)
48058,Cotton Plain Weave(棉 平纹),Plain Weave(平纹),167,120,Korea(韩国),8.32,Solid(纯色)
48056,Enzyme Lyocell-blend Plain Weave(酵素洗 莱赛尔-混纺 平纹),Plain Weave(平纹),167,136,Korea(韩国),9.91,Solid(纯色)
48055,Enzyme Cotton-blend Twill(酵素洗 棉-混纺 斜纹),Twill(斜纹),186,104,Korea(韩国),8.58,Solid(纯色)
48054,Cotton-blend Twill(棉-混纺 斜纹),Twill(斜纹),186,100,Korea(韩国),7.66,Solid(纯色)
48051,Viscose Rayon-blend Herringbone Twill(粘胶人造丝-混纺 人字呢 斜纹),Twill(斜纹),186,124,Korea(韩国),8.58,Herringbone(人字呢)
48049,Washer Nylon-blend Stretch Plain Weave(皱洗 尼龙-混纺 弹力 平纹),Plain Weave(平纹),167,120,Korea(韩国),9.91,Solid(纯色)
48048,Washer Nylon Plain Weave(皱洗 尼龙 平纹),Plain Weave(平纹),167,80,Korea(韩国),8.58,Solid(纯色)
48046,Polyester Twill(涤纶 斜纹),Twill(斜纹),186,108,Korea(韩国),5.94,Solid(纯色)
48043,Nylon Plain Weave(尼龙 平纹),Plain Weave(平纹),167,96,Korea(韩国),5.94,Solid(纯色)
48039,Viscose Rayon-blend Plain Weave(粘胶人造丝-混纺 平纹),Plain Weave(平纹),167,144,Korea(韩国),8.58,Solid(纯色)
48036,Polyester Satin(涤纶 缎布),Satin(缎布),254,84,Korea(韩国),5.28,Solid(纯色)
48035,Polyester-blend Stretch Satin(涤纶-混纺 弹力 缎布),Satin(缎布),254,96,Korea(韩国),6.6,Solid(纯色)
48034,Polyester Twill(涤纶 斜纹),Twill(斜纹),186,184,Korea(韩国),7.92,Solid(纯色)
48032,PU Coated (front) Polyester-blend Vegan Leather,Vegan Leather(人造皮革),223,180,Korea(韩国),17.17,Solid(纯色)
48031,Cotton Plaid Plain Weave(棉 格子 平纹),Plain Weave(平纹),167,108,Korea(韩国),6.6,Plaid(格子)
48030,Cotton-blend Stripes Stretch Plain Weave(棉-混纺 条纹 弹力 平纹),Plain Weave(平纹),167,112,Korea(韩国),9.25,Stripes(条纹)
48029,Cotton-blend Stripes Stretch Chambray(棉-混纺 条纹 弹力 青年布),Chambray(青年布),258,104,Korea(韩国),9.25,Stripes(条纹)
48028,Cotton-blend Slub Stretch Plain Weave(棉-混纺 竹节 弹力 平纹),Plain Weave(平纹),167,224,Korea(韩国),6.6,Solid(纯色)
48027,Cotton-blend Slub Plain Weave(棉-混纺 竹节 平纹),Plain Weave(平纹),167,120,Korea(韩国),7.26,Solid(纯色)
48026,Enzyme Cotton Slub Plain Weave(酵素洗 棉 竹节 平纹),Plain Weave(平纹),167,92,Korea(韩国),4.56,Solid(纯色)
48025,Enzyme Cotton-blend Oxford(酵素洗 棉-混纺 牛津布),Oxford(牛津布),172,180,Korea(韩国),7.26,Solid(纯色)
48024,Cotton Stripes Seersucker(棉 条纹 泡泡纱),Seersucker(泡泡纱),173,100,Korea(韩国),9.25,Stripes(条纹)
48023,Cotton Stripes Seersucker(棉 条纹 泡泡纱),Seersucker(泡泡纱),173,108,Korea(韩国),11.23,Stripes(条纹)
48022,Enzyme Cotton Ripstop(酵素洗 棉 防撕裂),Ripstop(防撕裂),191,192,Korea(韩国),6.6,Solid(纯色)
48021,Cotton-blend Stretch Satin(棉-混纺 弹力 缎布),Satin(缎布),254,284,Korea(韩国),9.64,Solid(纯色)
48020,Cotton-blend Herringbone Stretch Twill(棉-混纺 人字呢 弹力 斜纹),Twill(斜纹),186,236,Korea(韩国),8.58,Herringbone(人字呢)
47850,Washer Polyester-blend Floral Jacquard(皱洗 涤纶-混纺 花卉 提花),Jacquard(提花),184,133,Korea(韩国),17.17,Floral(花卉)
48091,Water Repellent Polyester-blend Oxford(防泼水 涤纶-混纺 牛津布),Oxford(牛津布),172,308,Korea(韩国),10.57,Solid(纯色)
48052,Cotton Plain Weave(棉 平纹),Plain Weave(平纹),167,56,Korea(韩国),8.32,Solid(纯色)
48050,Washer Nylon Plain Weave(皱洗 尼龙 平纹),Plain Weave(平纹),167,80,Korea(韩国),7.0,Solid(纯色)
48047,Nylon-blend Twill(尼龙-混纺 斜纹),Twill(斜纹),186,115,Korea(韩国),8.98,Solid(纯色)
48045,Polyester Taffeta(涤纶 塔夫绸),Taffeta(塔夫绸),193,52,Korea(韩国),6.6,Solid(纯色)
48044,Polyester Plain Weave(涤纶 平纹),Plain Weave(平纹),167,72,Korea(韩国),6.6,Solid(纯色)
48042,Polyester-blend Yarn Dye Stretch Denim(涤纶-混纺 色织 弹力 牛仔布),Denim(牛仔布),189,196,Korea(韩国),7.92,Solid(纯色)
48041,Polyester Twill(涤纶 斜纹),Twill(斜纹),186,152,Korea(韩国),8.58,Solid(纯色)
48040,Polyester-blend Stripes Stretch Dobby(涤纶-混纺 条纹 弹力 多臂织),Dobby(多臂织),171,204,Korea(韩国),8.58,Stripes(条纹)
48037,Viscose Rayon-blend Plain Weave(粘胶人造丝-混纺 平纹),Plain Weave(平纹),167,92,Korea(韩国),6.6,Solid(纯色)
47999,Polyester Crepe(涤纶 绉布),Crepe(绉布),181,148,Korea(韩国),6.6,Solid(纯色)
47972,Cotton Corduroy(棉 灯芯绒),Corduroy(灯芯绒),188,308,Korea(韩国),9.51,Solid(纯色)
47971,Brushed (front) Cotton Twill,Twill(斜纹),186,360,Korea(韩国),8.32,Solid(纯色)
47855,Washer Polyester-blend Floral Jacquard(皱洗 涤纶-混纺 花卉 提花),Jacquard(提花),184,133,Korea(韩国),17.17,Floral(花卉)
47854,Washer Polyester-blend Floral Jacquard(皱洗 涤纶-混纺 花卉 提花),Jacquard(提花),184,133,Korea(韩国),17.17,Floral(花卉)
47853,Washer Polyester-blend Floral Jacquard(皱洗 涤纶-混纺 花卉 提花),Jacquard(提花),184,133,Korea(韩国),17.17,Floral(花卉)
47852,Washer Polyester-blend Floral Jacquard(皱洗 涤纶-混纺 花卉 提花),Jacquard(提花),184,133,Korea(韩国),17.17,Floral(花卉)
47851,Washer Polyester-blend Damask Jacquard(皱洗 涤纶-混纺 锦缎纹 提花),Jacquard(提花),184,133,Korea(韩国),17.17,Damask(锦缎纹)
47882,Pleated Polyester Floral Double Knit(褶皱 涤纶 花卉 双面针织),Double Knit(双面针织),209,145,Korea(韩国),14.42,Floral(花卉)
48019,Polyester Plain Weave(涤纶 平纹),Plain Weave(平纹),167,60,Korea(韩国),6.6,Solid(纯色)
48018,Modal-blend Dobby(莫代尔-混纺 多臂织),Dobby(多臂织),171,88,Korea(韩国),6.34,Solid(纯色)
48013,Lyocell-blend Plain Weave(莱赛尔-混纺 平纹),Plain Weave(平纹),167,68,Korea(韩国),7.66,Solid(纯色)
48012,Cupro-blend Plain Weave(铜氨纤维-混纺 平纹),Plain Weave(平纹),167,104,Korea(韩国),8.58,Solid(纯色)
48011,Lyocell-blend Plain Weave(莱赛尔-混纺 平纹),Plain Weave(平纹),167,48,Korea(韩国),4.92,Solid(纯色)
48010,Lyocell-blend Plain Weave(莱赛尔-混纺 平纹),Plain Weave(平纹),167,76,Korea(韩国),6.34,Solid(纯色)
48009,Polyester Dobby(涤纶 多臂织),Dobby(多臂织),171,231,Korea(韩国),8.58,Solid(纯色)
48008,Cupro-blend Plain Weave(铜氨纤维-混纺 平纹),Plain Weave(平纹),167,104,Korea(韩国),9.91,Solid(纯色)
48007,Lyocell-blend Plain Weave(莱赛尔-混纺 平纹),Plain Weave(平纹),167,60,Korea(韩国),5.94,Solid(纯色)
48006,Viscose Rayon-blend Plain Weave(粘胶人造丝-混纺 平纹),Plain Weave(平纹),167,108,Korea(韩国),7.92,Solid(纯色)
48005,Foil Viscose Rayon-blend Georgette(烫金 粘胶人造丝-混纺 乔其纱),Georgette(乔其纱),179,56,Korea(韩国),5.14,Solid(纯色)
48004,Lyocell-blend Organza(莱赛尔-混纺 欧根纱),Organza(欧根纱),182,56,Korea(韩国),5.94,Solid(纯色)
48003,Viscose Rayon-blend Plain Weave(粘胶人造丝-混纺 平纹),Plain Weave(平纹),167,128,Korea(韩国),6.6,Solid(纯色)
48002,Viscose Rayon-blend Plain Weave(粘胶人造丝-混纺 平纹),Plain Weave(平纹),167,76,Korea(韩国),7.92,Solid(纯色)
48001,Silk Taffeta(丝 塔夫绸),Taffeta(塔夫绸),193,64,Korea(韩国),30.7,Solid(纯色)
48000,Silk Taffeta(丝 塔夫绸),Taffeta(塔夫绸),193,64,Korea(韩国),27.07,Solid(纯色)
47998,Polyester-blend Stretch Twill(涤纶-混纺 弹力 斜纹),Twill(斜纹),186,216,Korea(韩国),9.25,Solid(纯色)
47997,Polyester-blend Stretch Crepe(涤纶-混纺 弹力 绉布),Crepe(绉布),181,164,Korea(韩国),8.58,Solid(纯色)
47996,Polyester Stretch Twill(涤纶 弹力 斜纹),Twill(斜纹),186,180,Korea(韩国),7.92,Solid(纯色)
47995,Nylon Ripstop(尼龙 防撕裂),Ripstop(防撕裂),191,36,Korea(韩国),7.26,Solid(纯色)
47994,Nylon Ripstop(尼龙 防撕裂),Ripstop(防撕裂),191,56,Korea(韩国),6.6,Solid(纯色)
47993,Nylon-blend Plain Weave(尼龙-混纺 平纹),Plain Weave(平纹),167,32,Korea(韩国),9.25,Solid(纯色)
47992,Nylon-blend Dope Dye Plain Weave(尼龙-混纺 原液染色 平纹),Plain Weave(平纹),167,112,Korea(韩国),5.94,Solid(纯色)
47990,Polyester-blend Stripes Clip Jacquard(涤纶-混纺 条纹 剪花 提花),Clip Jacquard(剪花 提花),183,115,Korea(韩国),10.57,Stripes(条纹)
47989,Polyester Stripes Clip Jacquard(涤纶 条纹 剪花 提花),Clip Jacquard(剪花 提花),183,128,Korea(韩国),10.57,Stripes(条纹)
47988,Polyester Dots Clip Jacquard(涤纶 圆点 剪花 提花),Clip Jacquard(剪花 提花),183,108,Korea(韩国),8.58,Dots(圆点)
47987,Polyester-blend Houndstooth Clip Jacquard(涤纶-混纺 千鸟格 剪花 提花),Clip Jacquard(剪花 提花),183,300,Korea(韩国),11.89,Houndstooth(千鸟格)
47986,Lyocell-blend Stripes Dobby(莱赛尔-混纺 条纹 多臂织),Dobby(多臂织),171,48,Korea(韩国),7.92,Stripes(条纹)
47985,Cotton Plaid Seersucker(棉 格子 泡泡纱),Seersucker(泡泡纱),173,96,Korea(韩国),7.26,Plaid(格子)
47984,Embroidery Lyocell-blend Ethnical Voile(刺绣 莱赛尔-混纺 民族风 巴里纱),Voile(巴里纱),169,92,Korea(韩国),8.58,Ethnical(民族风)
47983,Washer Nylon Plain Weave(皱洗 尼龙 平纹),Plain Weave(平纹),167,132,Korea(韩国),7.92,Solid(纯色)
47982,Washer Nylon Twill(皱洗 尼龙 斜纹),Twill(斜纹),186,208,Korea(韩国),7.26,Solid(纯色)
47981,Washer Nylon Plain Weave(皱洗 尼龙 平纹),Plain Weave(平纹),167,108,Korea(韩国),8.58,Solid(纯色)
47978,Lyocell-blend Stripes Dobby(莱赛尔-混纺 条纹 多臂织),Dobby(多臂织),171,80,Korea(韩国),7.92,Stripes(条纹)
47977,Polyester-blend Stripes Seersucker(涤纶-混纺 条纹 泡泡纱),Seersucker(泡泡纱),173,112,Korea(韩国),6.6,Stripes(条纹)
47976,Cotton-blend Stripes Dobby(棉-混纺 条纹 多臂织),Dobby(多臂织),171,200,Korea(韩国),6.6,Stripes(条纹)
47975,Foil Polyester Tie Dyed Pattern Crepe(烫金 涤纶 扎染纹 绉布),Crepe(绉布),181,108,Korea(韩国),9.25,Tie Dyed Pattern(扎染纹)
47974,Foil Polyester Splattered Crepe(烫金 涤纶 泼墨纹 绉布),Crepe(绉布),181,124,Korea(韩国),8.58,Splattered(泼墨纹)
47973,Cotton Corduroy(棉 灯芯绒),Corduroy(灯芯绒),188,300,Korea(韩国),9.25,Solid(纯色)
47969,PU Coated (front) Nylon-blend Twill,Twill(斜纹),186,168,Korea(韩国),11.23,Solid(纯色)
47967,Brushed (back) Polyester Slub Single Jersey,Single Jersey(单面针织),199,220,Korea(韩国),9.91,Solid(纯色)
47966,Polyester-blend Stretch Rib(涤纶-混纺 弹力 罗纹),Rib(罗纹),200,236,Korea(韩国),10.57,Solid(纯色)
47965,Polyester Other Checks Lace(涤纶 其他格纹 蕾丝),Lace(蕾丝),216,92,Korea(韩国),5.94,Other Checks(其他格纹)
47964,Polyester-blend Chevron Crochet(涤纶-混纺 人字纹 钩编),Crochet(钩编),217,160,Korea(韩国),4.92,Chevron(人字纹)
47963,Polyester-blend Loop Terry(涤纶-混纺 圈圈毛圈布),Loop Terry(圈圈毛圈布),203,224,Korea(韩国),9.25,Solid(纯色)
47962,Brushed (doubled-sided) Polyester-blend Stripes Stretch Double Knit,Double Knit(双面针织),209,288,Korea(韩国),13.87,Stripes(条纹)
47960,Cotton-blend Stripes Slub Flatback Rib(棉-混纺 条纹 竹节 平纹罗纹),Flatback Rib(平纹罗纹),251,216,Korea(韩国),10.57,Stripes(条纹)
48017,Nylon Plain Weave(尼龙 平纹),Plain Weave(平纹),167,96,Korea(韩国),5.94,Solid(纯色)
48016,Viscose Rayon Plain Weave(粘胶人造丝 平纹),Plain Weave(平纹),167,120,Korea(韩国),6.6,Solid(纯色)
48015,Nylon-blend Organza(尼龙-混纺 欧根纱),Organza(欧根纱),182,44,Korea(韩国),7.26,Solid(纯色)
48014,Polyester-blend Dope Dye Plain Weave(涤纶-混纺 原液染色 平纹),Plain Weave(平纹),167,68,Korea(韩国),7.26,Solid(纯色)
47991,Polyester Memory(涤纶 记忆布),Memory(记忆布),192,56,Korea(韩国),7.92,Solid(纯色)
47980,Cotton-blend Stripes Oxford(棉-混纺 条纹 牛津布),Oxford(牛津布),172,220,Korea(韩国),10.57,Stripes(条纹)
47979,Polyester-blend Stripes Dobby(涤纶-混纺 条纹 多臂织),Dobby(多臂织),171,120,Korea(韩国),6.6,Stripes(条纹)
47860,Washer Polyester-blend Abstract Jacquard(皱洗 涤纶-混纺 抽象 提花),Jacquard(提花),184,115,Korea(韩国),18.49,Abstract(抽象)
47631,Polyester Yarn Dye Plain Weave(涤纶 色织 平纹),Plain Weave(平纹),167,118,Korea(韩国),15.85,Solid(纯色)
47856,Washer Polyester-blend Floral Jacquard(皱洗 涤纶-混纺 花卉 提花),Jacquard(提花),184,115,Korea(韩国),18.49,Floral(花卉)
47857,Washer Polyester-blend Abstract Jacquard(皱洗 涤纶-混纺 抽象 提花),Jacquard(提花),184,115,Korea(韩国),18.49,Abstract(抽象)
47858,Washer Polyester-blend Abstract Jacquard(皱洗 涤纶-混纺 抽象 提花),Jacquard(提花),184,115,Korea(韩国),18.49,Abstract(抽象)
47859,Washer Polyester-blend Abstract Jacquard(皱洗 涤纶-混纺 抽象 提花),Jacquard(提花),184,115,Korea(韩国),18.49,Abstract(抽象)
47861,Washer Polyester-blend Abstract Stretch Jacquard(皱洗 涤纶-混纺 抽象 弹力 提花),Jacquard(提花),184,121,Korea(韩国),16.51,Abstract(抽象)
47862,Washer Polyester-blend Floral Stretch Jacquard(皱洗 涤纶-混纺 花卉 弹力 提花),Jacquard(提花),184,121,Korea(韩国),16.51,Floral(花卉)
47863,Washer Polyester-blend Abstract Stretch Jacquard(皱洗 涤纶-混纺 抽象 弹力 提花),Jacquard(提花),184,121,Korea(韩国),16.51,Abstract(抽象)
47864,Washer Polyester-blend Floral Stretch Jacquard(皱洗 涤纶-混纺 花卉 弹力 提花),Jacquard(提花),184,121,Korea(韩国),16.51,Floral(花卉)
47867,Triacetate-blend Twill(三醋酸纤维-混纺 斜纹),Twill(斜纹),186,125,Korea(韩国),16.31,Solid(纯色)
47868,Triacetate-blend Satin(三醋酸纤维-混纺 缎布),Satin(缎布),254,200,Korea(韩国),23.15,Solid(纯色)
47869,Lyocell-blend Plain Weave(莱赛尔-混纺 平纹),Plain Weave(平纹),167,79,Korea(韩国),13.05,Solid(纯色)
47870,Polyester-blend Dobby(涤纶-混纺 多臂织),Dobby(多臂织),171,210,Korea(韩国),10.82,Solid(纯色)
47935,Polyester-blend Yarn Dye Stretch Chambray(涤纶-混纺 色织 弹力 青年布),Chambray(青年布),258,212,Korea(韩国),9.91,Solid(纯色)
47931,Bonded Polyester Vegan Suede(复合 涤纶 人造麂皮),Vegan Suede(人造麂皮),224,811,Korea(韩国),25.62,Solid(纯色)
47930,Bonded Polyester Vegan Suede(复合 涤纶 人造麂皮),Vegan Suede(人造麂皮),224,608,Korea(韩国),20.54,Solid(纯色)
47928,Bonded Polyester-blend Vegan Suede(复合 涤纶-混纺 人造麂皮),Vegan Suede(人造麂皮),224,596,Korea(韩国),20.9,Solid(纯色)
47927,Bonded Polyester Vegan Suede(复合 涤纶 人造麂皮),Vegan Suede(人造麂皮),224,584,Korea(韩国),24.17,Solid(纯色)
47926,Bonded Polyester-blend Vegan Suede(复合 涤纶-混纺 人造麂皮),Vegan Suede(人造麂皮),224,576,Korea(韩国),21.26,Solid(纯色)
47925,Bonded Acrylic-blend Vegan Suede(复合 腈纶-混纺 人造麂皮),Vegan Suede(人造麂皮),224,660,Korea(韩国),23.44,Solid(纯色)
47924,Bonded Polyester Vegan Suede(复合 涤纶 人造麂皮),Vegan Suede(人造麂皮),224,792,Korea(韩国),23.44,Solid(纯色)
47923,Bonded Polyester-blend Vegan Leather(复合 涤纶-混纺 人造皮革),Vegan Leather(人造皮革),223,724,Korea(韩国),23.08,Solid(纯色)
47922,Bonded Polyester-blend Vegan Suede(复合 涤纶-混纺 人造麂皮),Vegan Suede(人造麂皮),224,540,Korea(韩国),24.89,Solid(纯色)
47921,Bonded Polyester-blend Vegan Suede(复合 涤纶-混纺 人造麂皮),Vegan Suede(人造麂皮),224,628,Korea(韩国),26.34,Solid(纯色)
47920,Bonded Polyester Vegan Suede(复合 涤纶 人造麂皮),Vegan Suede(人造麂皮),224,644,Korea(韩国),23.44,Solid(纯色)
47919,Bonded Polyester Vegan Suede(复合 涤纶 人造麂皮),Vegan Suede(人造麂皮),224,784,Korea(韩国),23.44,Solid(纯色)
47918,Bonded Polyester-blend Vegan Suede(复合 涤纶-混纺 人造麂皮),Vegan Suede(人造麂皮),224,919,Korea(韩国),21.99,Solid(纯色)
47894,Viscose Rayon-blend Loop Terry(粘胶人造丝-混纺 圈圈毛圈布),Loop Terry(圈圈毛圈布),203,280,Korea(韩国),10.57,Solid(纯色)
47880,Pleated Polyester Double Knit(褶皱 涤纶 双面针织),Double Knit(双面针织),209,205,Korea(韩国),9.91,Solid(纯色)
47840,Cotton-blend Stretch Single Jersey(棉-混纺 弹力 单面针织),Single Jersey(单面针织),199,152,Korea(韩国),6.34,Solid(纯色)
47832,Cotton Single Jersey(棉 单面针织),Single Jersey(单面针织),199,104,Korea(韩国),6.6,Solid(纯色)
47831,Cotton-blend Stretch Rib(棉-混纺 弹力 罗纹),Rib(罗纹),200,212,Korea(韩国),7.66,Solid(纯色)
47829,Lyocell-blend Stretch Rib(莱赛尔-混纺 弹力 罗纹),Rib(罗纹),200,260,Korea(韩国),12.55,Solid(纯色)
47827,Mercerized Cotton Single Jersey(丝光 棉 单面针织),Single Jersey(单面针织),199,148,Korea(韩国),9.91,Solid(纯色)
47824,Polyester-blend Stretch Vegan Suede(涤纶-混纺 弹力 人造麂皮),Vegan Suede(人造麂皮),224,320,Korea(韩国),14.53,Solid(纯色)
47798,Polyester Plain Weave(涤纶 平纹),Plain Weave(平纹),167,100,Korea(韩国),7.92,Solid(纯色)
47787,Polyester Abstract Crepe(涤纶 抽象 绉布),Crepe(绉布),181,124,Korea(韩国),9.25,Abstract(抽象)
46487,Polyester-blend Abstract Stretch Jacquard Knit(涤纶-混纺 抽象 弹力 提花针织),Jacquard Knit(提花针织),208,215,Korea(韩国),6.6,Abstract(抽象)
47943,Polyester-blend Stretch Single Jersey(涤纶-混纺 弹力 单面针织),Single Jersey(单面针织),199,168,Korea(韩国),5.94,Solid(纯色)
47942,Perforated Polyester Dots Taffeta(冲孔 涤纶 圆点 塔夫绸),Taffeta(塔夫绸),193,139,Korea(韩国),21.99,Dots(圆点)
47941,Polyester Ripstop(涤纶 防撕裂),Ripstop(防撕裂),191,60,Korea(韩国),5.94,Solid(纯色)
47940,Nylon Plain Weave(尼龙 平纹),Plain Weave(平纹),167,169,Korea(韩国),10.57,Solid(纯色)
47939,Enzyme Cotton Pigment Dye Twill(酵素洗 棉 颜料染 染色 斜纹),Twill(斜纹),186,300,Korea(韩国),8.98,Solid(纯色)
47938,Enzyme Cotton Cation Dye Twill(酵素洗 棉 阳离子 染色 斜纹),Twill(斜纹),186,344,Korea(韩国),9.25,Solid(纯色)
47937,Enzyme Cotton Pigment Dye Twill(酵素洗 棉 颜料染 染色 斜纹),Twill(斜纹),186,392,Korea(韩国),9.64,Solid(纯色)
47932,Polyester Abstract Melton(涤纶 抽象 麦尔登呢),Melton(麦尔登呢),196,292,Korea(韩国),11.23,Abstract(抽象)
47929,Bonded Polyester-blend Vegan Suede(复合 涤纶-混纺 人造麂皮),Vegan Suede(人造麂皮),224,803,Korea(韩国),22.35,Solid(纯色)
47903,Embroidery Cotton Ethnical Voile(刺绣 棉 民族风 巴里纱),Voile(巴里纱),169,132,Korea(韩国),9.91,Ethnical(民族风)
